Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Loan_Status,EMI,Start_Date,End_Date
700941,1094,Personal Loan,1213690,11.6,240,Active,5057.04,2026-06-26,2046-03-13
700942,1114,Education Loan,1110158,12.06,240,Default,4625.66,2022-06-24,2042-03-11
700943,1142,Car Loan,1334324,8.0,60,Closed,22238.73,2023-12-11,2028-11-14
700944,1053,Home Loan,2496054,14.85,36,Default,69334.83,2024-08-19,2027-08-04
700945,1118,Personal Loan,4056020,11.82,36,Active,112667.22,2025-12-10,2028-11-24
700946,1075,Car Loan,1875083,8.11,12,Closed,156256.92,2023-05-20,2024-05-14
700947,1030,Home Loan,2566006,14.88,12,Active,213833.83,2025-06-03,2026-05-29
700948,1001,Education Loan,2501874,12.44,12,Default,208489.5,2024-08-07,2025-08-02
700949,1064,Education Loan,1035451,8.99,120,Default,8628.76,2026-07-09,2036-05-17
700950,1092,Personal Loan,467610,12.7,120,Default,3896.75,2022-01-12,2031-11-21
700951,1035,Business Loan,3145020,7.72,240,Closed,13104.25,2026-02-26,2045-11-13
700952,1117,Personal Loan,622183,9.57,12,Default,51848.58,2023-01-23,2024-01-18
700953,1088,Education Loan,4570422,12.15,240,Active,19043.42,2022-04-01,2041-12-17
700954,1132,Home Loan,250510,10.26,240,Default,1043.79,2022-12-10,2042-08-27
700955,1149,Business Loan,4564471,9.1,12,Active,380372.58,2024-04-16,2025-04-11
700956,1030,Business Loan,2485448,13.43,12,Default,207120.67,2025-02-11,2026-02-06
700957,1019,Education Loan,628207,10.35,60,Default,10470.12,2025-03-29,2030-03-03
700958,1008,Personal Loan,3248245,8.71,12,Default,270687.08,2025-08-12,2026-08-07
700959,1137,Personal Loan,967067,10.8,36,Active,26862.97,2023-07-31,2026-07-15
700960,1071,Home Loan,1038848,8.44,24,Active,43285.33,2024-09-16,2026-09-06
700961,1012,Personal Loan,2964924,13.97,36,Default,82359.0,2024-03-30,2027-03-15
700962,1062,Business Loan,4324021,11.6,36,Active,120111.69,2023-07-22,2026-07-06
700963,1170,Car Loan,2471700,10.81,24,Active,102987.5,2025-11-29,2027-11-19
700964,1021,Car Loan,2845279,13.49,60,Closed,47421.32,2024-08-14,2029-07-19
700965,1052,Education Loan,3770272,14.79,12,Closed,314189.33,2025-04-02,2026-03-28
700966,1111,Education Loan,2661502,8.73,12,Default,221791.83,2024-08-29,2025-08-24
700967,1088,Home Loan,2877750,9.39,24,Default,119906.25,2025-09-06,2027-08-27
700968,1081,Education Loan,4592495,9.14,240,Closed,19135.4,2024-08-03,2044-04-20
700969,1088,Car Loan,336458,12.65,24,Closed,14019.08,2022-06-10,2024-05-30
700970,1073,Personal Loan,2371121,14.16,12,Default,197593.42,2024-05-09,2025-05-04
700971,1146,Personal Loan,4461008,12.87,12,Active,371750.67,2024-10-22,2025-10-17
700972,1071,Personal Loan,3714423,8.28,36,Active,103178.42,2021-08-04,2024-07-19
700973,1061,Personal Loan,70345,13.92,120,Closed,586.21,2023-06-17,2033-04-25
700974,1028,Business Loan,4215060,14.52,12,Active,351255.0,2021-12-04,2022-11-29
700975,1123,Personal Loan,4344757,11.15,12,Closed,362063.08,2021-08-25,2022-08-20
700976,1137,Car Loan,2411772,8.55,36,Active,66993.67,2025-04-14,2028-03-29
700977,1014,Car Loan,1728462,10.51,240,Active,7201.93,2023-04-28,2043-01-13
700978,1176,Business Loan,4880904,11.74,120,Active,40674.2,2025-04-27,2035-03-06
700979,1022,Car Loan,4814014,11.47,24,Active,200583.92,2023-07-10,2025-06-29
700980,1060,Home Loan,4613632,7.53,240,Default,19223.47,2024-08-14,2044-05-01
700981,1153,Education Loan,612730,14.49,240,Active,2553.04,2024-03-30,2043-12-16
700982,1179,Personal Loan,2493347,7.78,12,Default,207778.92,2024-07-25,2025-07-20
700983,1087,Car Loan,4275886,9.25,240,Active,17816.19,2023-09-05,2043-05-23
700984,1162,Business Loan,3767451,12.21,60,Default,62790.85,2025-06-28,2030-06-02
700985,1118,Business Loan,1785377,7.54,12,Active,148781.42,2023-12-01,2024-11-25
700986,1057,Car Loan,3069629,12.16,12,Default,255802.42,2025-01-28,2026-01-23
700987,1010,Education Loan,327317,8.55,24,Active,13638.21,2023-05-03,2025-04-22
700988,1129,Personal Loan,3575047,11.28,60,Active,59584.12,2024-07-01,2029-06-05
700989,1086,Home Loan,2878347,11.81,36,Closed,79954.08,2021-08-10,2024-07-25
700990,1017,Car Loan,2025784,10.53,12,Default,168815.33,2025-05-17,2026-05-12
700991,1091,Education Loan,824324,13.27,24,Closed,34346.83,2023-05-20,2025-05-09
700992,1056,Home Loan,2801964,12.95,60,Default,46699.4,2024-12-21,2029-11-25
700993,1135,Car Loan,2574784,11.85,36,Closed,71521.78,2022-12-02,2025-11-16
700994,1024,Personal Loan,2053780,14.0,60,Default,34229.67,2022-02-02,2027-01-07
700995,1003,Car Loan,4094977,9.78,24,Active,170624.04,2026-03-20,2028-03-09
700996,1062,Car Loan,3927955,14.61,36,Active,109109.86,2022-11-07,2025-10-22
700997,1165,Personal Loan,3927423,8.11,120,Closed,32728.53,2024-12-19,2034-10-28
700998,1168,Business Loan,2012059,14.06,36,Default,55890.53,2023-11-02,2026-10-17
700999,1092,Car Loan,4959785,13.97,120,Closed,41331.54,2023-10-07,2033-08-15
701000,1010,Home Loan,173786,11.12,120,Active,1448.22,2024-07-01,2034-05-10
